record_id,employee_alias,department,input_text,category,source_id,score,status,reviewer_action,audit_timestamp
HR-768,EMP-122,HR,There should be clearer promotion opportunities,Career Growth,SRC-3110,0.63,Pending,None,2026-08-26 14:14:18
HR-769,EMP-225,HR,Important information is not shared on time,Communication,SRC-8096,0.91,Pending,None,2026-08-29 11:32:18
HR-770,EMP-608,HR,The office environment could be improved,Work Environment,SRC-6799,0.68,Pending,None,2026-08-20 00:31:18
HR-771,EMP-381,Finance,The workload is too high,Workload,SRC-5026,0.85,Pending,None,2026-09-03 05:01:18
HR-772,EMP-521,Marketing,Teams should communicate more clearly,Communication,SRC-7275,0.65,Pending,None,2026-08-20 13:57:18
HR-773,EMP-758,Customer Support,More professional development would help,Career Growth,SRC-1319,0.98,Pending,None,2026-08-27 20:20:18
HR-774,EMP-591,Marketing,Leadership can improve employee support,Management,SRC-9231,0.72,Pending,None,2026-08-23 19:29:18
HR-775,EMP-284,HR,The workload is too high,Workload,SRC-5602,0.62,Pending,None,2026-09-01 23:18:18
HR-776,EMP-642,Finance,Too many tasks are assigned at once,Workload,SRC-2640,0.69,Pending,None,2026-08-22 11:30:18
HR-777,EMP-372,Marketing,More training opportunities are needed,Career Growth,SRC-4594,0.82,Pending,None,2026-08-29 04:21:18
HR-778,EMP-463,Customer Support,Too many tasks are assigned at once,Workload,SRC-4875,0.83,Pending,None,2026-08-27 19:59:18
HR-779,EMP-705,HR,Leadership can improve employee support,Management,SRC-3328,0.81,Pending,None,2026-08-20 01:42:18
HR-780,EMP-956,Customer Support,The work environment needs improvement,Work Environment,SRC-6063,0.67,Pending,None,2026-08-13 05:33:18
HR-781,EMP-192,HR,The workload is too high,Workload,SRC-9625,0.78,Pending,None,2026-08-26 14:26:18
HR-782,EMP-728,IT,Management should listen to employees,Management,SRC-6301,0.62,Pending,None,2026-08-18 05:26:18
HR-783,EMP-700,Operations,Salary structure could be improved,Compensation,SRC-9622,0.93,Pending,None,2026-08-14 19:19:18
HR-784,EMP-482,Operations,The work environment needs improvement,Work Environment,SRC-2655,0.73,Pending,None,2026-08-26 04:28:18
HR-785,EMP-239,IT,The workplace facilities are good,Work Environment,SRC-6198,0.67,Pending,None,2026-09-06 01:55:18
HR-786,EMP-810,Marketing,Some employees have too much work,Workload,SRC-3872,0.74,Pending,None,2026-08-24 21:47:18
HR-787,EMP-230,IT,More professional development would help,Career Growth,SRC-7415,0.92,Pending,None,2026-09-06 07:56:18
HR-788,EMP-133,IT,Benefits could be improved,Compensation,SRC-4619,0.84,Pending,None,2026-08-16 05:48:18
HR-789,EMP-608,IT,Important information is not shared on time,Communication,SRC-6682,0.97,Pending,None,2026-08-19 03:28:18
HR-790,EMP-751,HR,We need more learning programs,Career Growth,SRC-8317,0.6,Pending,None,2026-08-21 01:07:18
HR-791,EMP-355,Operations,Could improve,Unclear,SRC-2770,0.45,Pending,None,2026-08-13 16:41:18
HR-792,EMP-495,Sales,We need better workload distribution,Workload,SRC-9078,0.94,Pending,None,2026-08-27 11:44:18
HR-793,EMP-659,Sales,Workload,Unclear,SRC-4695,0.26,Pending,None,2026-08-14 20:36:18
HR-794,EMP-918,Customer Support,Things could be better,Unclear,SRC-6221,0.29,Pending,None,2026-08-16 06:29:18
HR-795,EMP-175,Finance,The office environment could be improved,Work Environment,SRC-2228,0.81,Pending,None,2026-08-15 17:47:18
HR-796,EMP-446,Marketing,The workplace environment is comfortable,Work Environment,SRC-8066,0.96,Pending,None,2026-08-19 00:19:18
HR-797,EMP-721,Sales,Teams should communicate more clearly,Communication,SRC-4367,0.97,Pending,None,2026-08-30 03:08:18
HR-798,EMP-813,Marketing,More professional development would help,Career Growth,SRC-5346,0.85,Pending,None,2026-08-25 00:56:18
HR-799,EMP-343,HR,Nothing specific,Unclear,SRC-9043,0.25,Pending,None,2026-08-27 22:13:18
HR-800,EMP-103,Sales,There are some issues,Unclear,SRC-4271,0.23,Pending,None,2026-08-20 22:08:18
HR-801,EMP-274,Operations,There should be better communication between departments,Communication,SRC-2892,0.72,Pending,None,2026-08-29 14:14:18
HR-802,EMP-582,Sales,Managers should give more feedback,Management,SRC-9914,0.75,Pending,None,2026-08-28 09:21:18
HR-803,EMP-490,Finance,Teams should communicate more clearly,Communication,SRC-8204,0.78,Pending,None,2026-08-21 19:13:18
HR-804,EMP-957,Finance,The workload is too high,Workload,SRC-2404,0.85,Pending,None,2026-09-05 03:30:18
HR-805,EMP-523,Customer Support,Employees should be appreciated more,Recognition,SRC-7342,0.91,Pending,None,2026-08-30 13:21:18
HR-806,EMP-648,Operations,The work environment needs improvement,Work Environment,SRC-4860,0.78,Pending,None,2026-08-15 02:20:18
HR-807,EMP-504,Customer Support,Employees deserve more recognition,Recognition,SRC-9467,0.9,Pending,None,2026-09-08 17:36:18
HR-808,EMP-250,HR,The office environment could be improved,Work Environment,SRC-3738,0.97,Pending,None,2026-08-20 06:36:18
HR-809,EMP-229,HR,There should be clearer promotion opportunities,Career Growth,SRC-4308,0.98,Pending,None,2026-09-09 01:11:18
HR-810,EMP-251,Customer Support,Managers should give more feedback,Management,SRC-2425,0.75,Pending,None,2026-08-29 14:07:18
HR-811,EMP-665,Finance,Hard work should be recognized,Recognition,SRC-1202,0.9,Pending,None,2026-09-08 20:38:18
HR-812,EMP-701,Marketing,There should be better communication between departments,Communication,SRC-3451,0.66,Pending,None,2026-09-07 06:16:18
HR-813,EMP-696,Customer Support,Need better internal communication,Communication,SRC-2654,0.9,Pending,None,2026-09-04 21:09:18
HR-814,EMP-452,Sales,There should be clearer promotion opportunities,Career Growth,SRC-8750,0.61,Pending,None,2026-08-24 00:55:18
HR-815,EMP-512,IT,There should be clearer promotion opportunities,Career Growth,SRC-1635,0.75,Pending,None,2026-08-26 14:10:18
HR-816,EMP-807,IT,There are some issues,Unclear,SRC-5400,0.51,Pending,None,2026-08-12 10:11:18
HR-817,EMP-445,Customer Support,We need better support from managers,Management,SRC-9054,0.93,Pending,None,2026-08-15 23:22:18
HR-818,EMP-989,IT,Better,Unclear,SRC-8259,0.47,Pending,None,2026-08-26 02:34:18
HR-819,EMP-375,Operations,More training opportunities are needed,Career Growth,SRC-4079,0.77,Pending,None,2026-08-30 00:50:18
HR-820,EMP-858,Sales,Pay should be reviewed regularly,Compensation,SRC-1920,0.8,Pending,None,2026-08-18 17:44:18
HR-821,EMP-167,Finance,The office environment could be improved,Work Environment,SRC-9589,0.93,Pending,None,2026-08-12 19:43:18
HR-822,EMP-277,IT,The workload is too high,Workload,SRC-5087,0.61,Pending,None,2026-08-13 19:19:18
HR-823,EMP-469,Operations,Managers should communicate expectations clearly,Management,SRC-9275,0.75,Pending,None,2026-08-17 03:24:18
HR-824,EMP-797,HR,The work environment needs improvement,Work Environment,SRC-8308,0.67,Pending,None,2026-09-02 02:28:18
HR-825,EMP-700,Marketing,Work pressure is increasing,Workload,SRC-2480,0.71,Pending,None,2026-08-29 02:19:18
HR-826,EMP-150,IT,Employees need better compensation,Compensation,SRC-4626,0.85,Pending,None,2026-08-20 21:54:18
HR-827,EMP-375,Operations,Need better internal communication,Communication,SRC-8767,0.95,Pending,None,2026-09-09 23:12:18
HR-828,EMP-277,Marketing,Work pressure is increasing,Workload,SRC-6004,0.87,Pending,None,2026-09-09 18:08:18
HR-829,EMP-381,Sales,Pay should be reviewed regularly,Compensation,SRC-8520,0.7,Pending,None,2026-09-01 17:51:18
HR-830,EMP-409,Operations,Hard work should be recognized,Recognition,SRC-2676,0.6,Pending,None,2026-08-28 12:51:18
HR-831,EMP-674,Operations,We need better support from managers,Management,SRC-2771,0.78,Pending,None,2026-08-26 19:24:18
HR-832,EMP-383,Operations,We need better support from managers,Management,SRC-5895,0.67,Pending,None,2026-09-04 01:07:18
HR-833,EMP-883,IT,Benefits could be improved,Compensation,SRC-7620,0.85,Pending,None,2026-08-17 20:56:18
HR-834,EMP-838,HR,We need better support from managers,Management,SRC-7857,0.75,Pending,None,2026-08-13 02:40:18
HR-835,EMP-697,Operations,Employees need better compensation,Compensation,SRC-6622,0.88,Pending,None,2026-08-21 14:58:18
HR-836,EMP-802,Marketing,We need a better working environment,Work Environment,SRC-9311,0.71,Pending,None,2026-08-19 05:46:18
HR-837,EMP-960,Operations,Work pressure is increasing,Workload,SRC-2599,0.78,Pending,None,2026-08-23 06:37:18
HR-838,EMP-842,Customer Support,Work pressure is increasing,Workload,SRC-2463,0.68,Pending,None,2026-08-21 16:02:18
HR-839,EMP-862,Customer Support,Pay should be reviewed regularly,Compensation,SRC-7089,0.7,Pending,None,2026-08-24 21:16:18
HR-840,EMP-574,Customer Support,,Unclear,SRC-2166,0.37,Pending,None,2026-08-20 08:35:18
HR-841,EMP-612,HR,The work environment needs improvement,Work Environment,SRC-5888,0.76,Pending,None,2026-08-18 08:47:18
HR-842,EMP-240,IT,Hard work should be recognized,Recognition,SRC-3346,0.72,Pending,None,2026-08-19 17:05:18
HR-843,EMP-897,HR,Employees need better career growth opportunities,Career Growth,SRC-6134,0.84,Pending,None,2026-08-11 17:14:18
HR-844,EMP-562,Finance,Employees need better compensation,Compensation,SRC-3595,0.79,Pending,None,2026-08-15 12:15:18
HR-845,EMP-232,Marketing,The workplace facilities are good,Work Environment,SRC-8029,0.97,Pending,None,2026-08-28 22:47:18
HR-846,EMP-104,HR,We need more learning programs,Career Growth,SRC-1230,0.94,Pending,None,2026-09-04 16:07:18
HR-847,EMP-295,HR,Employees need better career growth opportunities,Career Growth,SRC-4707,0.86,Pending,None,2026-08-27 04:13:18
HR-848,EMP-419,IT,Manager,Unclear,SRC-6015,0.26,Pending,None,2026-08-13 14:02:18
HR-849,EMP-405,Finance,Employees deserve more recognition,Recognition,SRC-9587,0.73,Pending,None,2026-08-17 14:14:18
HR-850,EMP-450,Sales,Too many tasks are assigned at once,Workload,SRC-7609,0.61,Pending,None,2026-08-21 17:07:18
HR-851,EMP-844,IT,We need regular team updates,Communication,SRC-9267,0.66,Pending,None,2026-08-28 04:30:18
HR-852,EMP-828,Operations,We need a better working environment,Work Environment,SRC-9761,0.84,Pending,None,2026-09-07 12:49:18
HR-853,EMP-149,Operations,Not good,Unclear,SRC-1323,0.22,Pending,None,2026-08-16 18:34:18
HR-854,EMP-526,Sales,We need better employee appreciation,Recognition,SRC-8772,0.87,Pending,None,2026-08-20 20:33:18
HR-855,EMP-811,Operations,Managers should communicate expectations clearly,Management,SRC-2654,0.85,Pending,None,2026-08-23 18:59:18
HR-856,EMP-737,Marketing,The workplace environment is comfortable,Work Environment,SRC-9381,0.87,Pending,None,2026-08-16 20:41:18
HR-857,EMP-389,HR,The office environment could be improved,Work Environment,SRC-4272,0.9,Pending,None,2026-09-04 07:30:18
HR-858,EMP-306,Finance,Management should listen to employees,Management,SRC-1645,0.81,Pending,None,2026-08-20 22:57:18
HR-859,EMP-804,Sales,Need better internal communication,Communication,SRC-2458,0.94,Pending,None,2026-09-06 15:13:18
HR-860,EMP-785,Sales,,Unclear,SRC-9383,0.23,Pending,None,2026-08-16 02:44:18
HR-861,EMP-362,Operations,We need better support from managers,Management,SRC-8606,0.62,Pending,None,2026-08-19 10:55:18
HR-862,EMP-995,HR,We need better support from managers,Management,SRC-7979,0.88,Pending,None,2026-08-15 19:51:18
HR-863,EMP-971,Customer Support,Important information is not shared on time,Communication,SRC-3793,0.72,Pending,None,2026-08-31 10:12:18
HR-864,EMP-736,Finance,Teams should communicate more clearly,Communication,SRC-6615,0.67,Pending,None,2026-08-29 17:51:18
HR-865,EMP-509,Sales,The workplace facilities are good,Work Environment,SRC-7909,0.85,Pending,None,2026-08-19 02:16:18
HR-866,EMP-215,IT,Important information is not shared on time,Communication,SRC-2699,0.76,Pending,None,2026-09-07 09:21:18
HR-867,EMP-594,Customer Support,The office environment could be improved,Work Environment,SRC-7221,0.9,Pending,None,2026-09-08 07:51:18
HR-868,EMP-129,Customer Support,Employees need better compensation,Compensation,SRC-8914,0.95,Pending,None,2026-08-16 15:27:18
HR-869,EMP-521,Sales,Could improve,Unclear,SRC-6148,0.2,Pending,None,2026-09-04 09:20:18
HR-870,EMP-885,Operations,Good work should receive more recognition,Recognition,SRC-6542,0.8,Pending,None,2026-09-08 15:22:18
HR-871,EMP-197,Sales,We need better workload distribution,Workload,SRC-6664,0.85,Pending,None,2026-09-09 16:41:18
HR-872,EMP-494,IT,Employees deserve more recognition,Recognition,SRC-1894,0.6,Pending,None,2026-08-18 15:30:18
HR-873,EMP-617,Customer Support,The office environment could be improved,Work Environment,SRC-2226,0.89,Pending,None,2026-08-26 02:19:18
HR-874,EMP-346,Finance,We need regular team updates,Communication,SRC-4648,0.81,Pending,None,2026-08-28 17:40:18
HR-875,EMP-512,Customer Support,The workplace facilities are good,Work Environment,SRC-8341,0.63,Pending,None,2026-09-03 04:32:18
HR-876,EMP-557,Finance,Workload,Unclear,SRC-1291,0.24,Pending,None,2026-08-30 06:29:18
HR-877,EMP-136,Marketing,Salary structure could be improved,Compensation,SRC-5990,0.94,Pending,None,2026-09-06 02:19:18
HR-878,EMP-311,Operations,We need better support from managers,Management,SRC-1889,0.91,Pending,None,2026-09-01 04:29:18
HR-879,EMP-439,Marketing,Hard work should be recognized,Recognition,SRC-6952,0.87,Pending,None,2026-08-16 16:38:18
HR-880,EMP-199,Customer Support,Teams should communicate more clearly,Communication,SRC-6818,0.92,Pending,None,2026-08-24 19:01:18
HR-881,EMP-660,Marketing,Need better internal communication,Communication,SRC-3689,0.79,Pending,None,2026-08-30 03:04:18
HR-882,EMP-209,Finance,The workload is too high,Workload,SRC-7437,0.68,Pending,None,2026-08-20 04:15:18
HR-883,EMP-833,Finance,Workload,Unclear,SRC-1761,0.52,Pending,None,2026-09-07 07:14:18
HR-884,EMP-226,Customer Support,The work environment needs improvement,Work Environment,SRC-9260,0.65,Pending,None,2026-09-03 04:57:18
HR-885,EMP-104,Marketing,Hard work should be recognized,Recognition,SRC-8912,0.95,Pending,None,2026-08-19 13:39:18
HR-886,EMP-808,Marketing,Employees need better compensation,Compensation,SRC-2696,0.75,Pending,None,2026-09-07 20:03:18
HR-887,EMP-720,Finance,The workplace facilities are good,Work Environment,SRC-5067,0.7,Pending,None,2026-08-27 02:35:18
HR-888,EMP-401,Sales,We need better workload distribution,Workload,SRC-9393,0.71,Pending,None,2026-09-05 10:27:18
HR-889,EMP-981,Finance,Good work should receive more recognition,Recognition,SRC-4291,0.68,Pending,None,2026-08-24 17:29:18
HR-890,EMP-803,Finance,Too many tasks are assigned at once,Workload,SRC-9255,0.81,Pending,None,2026-09-09 11:44:18
HR-891,EMP-430,Operations,Communication...,Unclear,SRC-8870,0.4,Pending,None,2026-08-30 12:05:18
HR-892,EMP-790,Operations,We need better employee appreciation,Recognition,SRC-7920,0.91,Pending,None,2026-09-04 07:03:18
HR-893,EMP-209,HR,Need better internal communication,Communication,SRC-4275,0.7,Pending,None,2026-08-18 19:53:18
HR-894,EMP-393,Operations,Salary structure could be improved,Compensation,SRC-5835,0.68,Pending,None,2026-09-05 03:12:18
HR-895,EMP-133,Finance,We need regular team updates,Communication,SRC-4675,0.88,Pending,None,2026-09-06 01:09:18
HR-896,EMP-498,IT,Pay should be reviewed regularly,Compensation,SRC-1769,0.95,Pending,None,2026-08-29 03:24:18
HR-897,EMP-526,Customer Support,Leadership can improve employee support,Management,SRC-1881,0.6,Pending,None,2026-08-22 22:37:18
HR-898,EMP-307,Marketing,Compensation should reflect responsibilities,Compensation,SRC-4695,0.95,Pending,None,2026-09-09 23:29:18
HR-899,EMP-476,Customer Support,More professional development would help,Career Growth,SRC-4218,0.89,Pending,None,2026-08-20 07:27:18
HR-900,EMP-401,Sales,More training opportunities are needed,Career Growth,SRC-4063,0.97,Pending,None,2026-09-03 21:21:18
HR-901,EMP-222,Sales,Could improve,Unclear,SRC-5329,0.25,Pending,None,2026-09-07 01:58:18
HR-902,EMP-966,Finance,There are some issues,Unclear,SRC-3536,0.21,Pending,None,2026-08-26 04:29:18
HR-903,EMP-711,HR,More professional development would help,Career Growth,SRC-5934,0.79,Pending,None,2026-09-06 13:36:18
HR-904,EMP-663,Finance,I don't know,Unclear,SRC-9608,0.28,Pending,None,2026-08-19 20:56:18
HR-905,EMP-633,HR,We need better workload distribution,Workload,SRC-9897,0.8,Pending,None,2026-08-15 16:31:18
HR-906,EMP-457,IT,We need more learning programs,Career Growth,SRC-6424,0.74,Pending,None,2026-08-21 10:42:18
HR-907,EMP-870,Marketing,Employees should be appreciated more,Recognition,SRC-2879,0.85,Pending,None,2026-08-31 18:53:18
HR-908,EMP-346,Operations,Good work should receive more recognition,Recognition,SRC-1653,0.86,Pending,None,2026-08-26 02:38:18
HR-909,EMP-490,Customer Support,We need a better working environment,Work Environment,SRC-9851,0.88,Pending,None,2026-08-12 15:05:18
HR-910,EMP-629,Customer Support,Employees deserve more recognition,Recognition,SRC-8300,0.78,Pending,None,2026-08-24 23:53:18
HR-911,EMP-767,IT,Need better internal communication,Communication,SRC-3742,0.97,Pending,None,2026-09-04 23:42:18
HR-912,EMP-646,HR,Too many tasks are assigned at once,Workload,SRC-7950,0.92,Pending,None,2026-08-20 20:38:18
HR-913,EMP-650,Customer Support,There should be clearer promotion opportunities,Career Growth,SRC-2181,0.88,Pending,None,2026-08-18 12:02:18
HR-914,EMP-124,Sales,Need better internal communication,Communication,SRC-2200,0.62,Pending,None,2026-08-22 23:15:18
HR-915,EMP-671,HR,Work pressure is increasing,Workload,SRC-7678,0.75,Pending,None,2026-09-09 04:27:18
HR-916,EMP-514,Sales,The workplace environment is comfortable,Work Environment,SRC-9762,0.6,Pending,None,2026-09-08 15:30:18
HR-917,EMP-164,Customer Support,Need better internal communication,Communication,SRC-6860,0.95,Pending,None,2026-08-16 08:01:18
HR-918,EMP-396,Customer Support,Employees should be appreciated more,Recognition,SRC-5612,0.89,Pending,None,2026-08-31 10:09:18
HR-919,EMP-490,Sales,There should be better communication between departments,Communication,SRC-3561,0.8,Pending,None,2026-08-17 17:03:18
HR-920,EMP-864,Sales,Benefits could be improved,Compensation,SRC-5832,0.96,Pending,None,2026-08-18 01:28:18
HR-921,EMP-405,Operations,Pay should be reviewed regularly,Compensation,SRC-1182,0.81,Pending,None,2026-09-05 18:23:18
HR-922,EMP-244,HR,No clear opinion,Unclear,SRC-9800,0.39,Pending,None,2026-08-15 09:04:18
HR-923,EMP-412,IT,We need more learning programs,Career Growth,SRC-4469,0.76,Pending,None,2026-09-09 21:37:18
HR-924,EMP-971,Marketing,Need improvement,Unclear,SRC-4617,0.42,Pending,None,2026-08-23 00:09:18
HR-925,EMP-298,HR,Benefits could be improved,Compensation,SRC-1891,0.92,Pending,None,2026-09-05 11:35:18
HR-926,EMP-572,Operations,Managers should give more feedback,Management,SRC-5107,0.64,Pending,None,2026-09-06 22:15:18
HR-927,EMP-598,Finance,Employees need better career growth opportunities,Career Growth,SRC-2639,0.71,Pending,None,2026-08-14 16:20:18
HR-928,EMP-298,Finance,Leadership can improve employee support,Management,SRC-6008,0.86,Pending,None,2026-08-18 10:33:18
HR-929,EMP-679,Marketing,Managers should communicate expectations clearly,Management,SRC-3762,0.6,Pending,None,2026-08-22 16:59:18
HR-930,EMP-904,IT,There should be clearer promotion opportunities,Career Growth,SRC-5533,0.92,Pending,None,2026-08-17 14:47:18
HR-931,EMP-795,Operations,The workplace facilities are good,Work Environment,SRC-8296,0.74,Pending,None,2026-08-25 09:45:18
HR-932,EMP-598,Marketing,Better,Unclear,SRC-2343,0.49,Pending,None,2026-08-17 21:01:18
HR-933,EMP-651,IT,More training opportunities are needed,Career Growth,SRC-2235,0.94,Pending,None,2026-09-03 14:04:18
HR-934,EMP-746,HR,Hard work should be recognized,Recognition,SRC-4485,0.94,Pending,None,2026-09-05 14:35:18
HR-935,EMP-366,Marketing,Hard work should be recognized,Recognition,SRC-3435,0.74,Pending,None,2026-08-21 16:00:18
HR-936,EMP-890,Marketing,Management should listen to employees,Management,SRC-8613,0.79,Pending,None,2026-08-15 15:00:18
HR-937,EMP-506,Finance,Employees need better career growth opportunities,Career Growth,SRC-3717,0.89,Pending,None,2026-08-17 21:25:18
HR-938,EMP-556,IT,Good work should receive more recognition,Recognition,SRC-8921,0.96,Pending,None,2026-08-13 08:14:18
HR-939,EMP-324,Customer Support,Teams should communicate more clearly,Communication,SRC-7052,0.69,Pending,None,2026-08-20 21:57:18
HR-940,EMP-630,Customer Support,The workplace facilities are good,Work Environment,SRC-1760,0.62,Pending,None,2026-09-10 00:27:18
HR-941,EMP-431,HR,We need better employee appreciation,Recognition,SRC-5314,0.82,Pending,None,2026-09-06 10:52:18
HR-942,EMP-278,Sales,Leadership can improve employee support,Management,SRC-2275,0.8,Pending,None,2026-08-28 15:09:18
HR-943,EMP-328,Marketing,Pay should be reviewed regularly,Compensation,SRC-8976,0.9,Pending,None,2026-09-08 00:03:18
HR-944,EMP-106,Marketing,The office environment could be improved,Work Environment,SRC-4768,0.63,Pending,None,2026-09-09 18:56:18
HR-945,EMP-387,IT,Work pressure is increasing,Workload,SRC-2938,0.85,Pending,None,2026-08-30 08:58:18
HR-946,EMP-930,Finance,The workplace facilities are good,Work Environment,SRC-8848,0.68,Pending,None,2026-08-18 20:13:18
HR-947,EMP-762,Customer Support,The workload is too high,Workload,SRC-3095,0.82,Pending,None,2026-08-18 20:05:18
HR-948,EMP-237,Operations,Good work should receive more recognition,Recognition,SRC-1916,0.66,Pending,None,2026-08-19 16:44:18
HR-949,EMP-629,Sales,Employees should be appreciated more,Recognition,SRC-5644,0.96,Pending,None,2026-08-21 08:40:18
HR-950,EMP-559,Marketing,Compensation should reflect responsibilities,Compensation,SRC-3794,0.68,Pending,None,2026-08-30 04:46:18
HR-951,EMP-715,IT,Employees need better compensation,Compensation,SRC-9369,0.7,Pending,None,2026-08-27 02:23:18
HR-952,EMP-564,Marketing,We need better workload distribution,Workload,SRC-7315,0.65,Pending,None,2026-08-12 06:11:18
HR-953,EMP-307,Marketing,Hard work should be recognized,Recognition,SRC-3450,0.83,Pending,None,2026-08-19 13:53:18
HR-954,EMP-587,Marketing,Benefits could be improved,Compensation,SRC-9246,0.89,Pending,None,2026-08-15 17:53:18
HR-955,EMP-593,Operations,Manager,Unclear,SRC-9835,0.49,Pending,None,2026-09-10 01:14:18
HR-956,EMP-541,Marketing,Salary structure could be improved,Compensation,SRC-9680,0.76,Pending,None,2026-09-02 10:42:18
HR-957,EMP-908,Customer Support,Employees deserve more recognition,Recognition,SRC-2600,0.76,Pending,None,2026-08-23 02:06:18
HR-958,EMP-588,Customer Support,Salary structure could be improved,Compensation,SRC-5641,0.83,Pending,None,2026-09-05 05:59:18
HR-959,EMP-518,Finance,More training opportunities are needed,Career Growth,SRC-9561,0.64,Pending,None,2026-08-11 19:57:18
HR-960,EMP-484,Operations,Pay should be reviewed regularly,Compensation,SRC-7698,0.74,Pending,None,2026-08-18 13:09:18
HR-961,EMP-536,Operations,Leadership can improve employee support,Management,SRC-7939,0.81,Pending,None,2026-09-08 08:26:18
HR-962,EMP-382,Operations,We need better workload distribution,Workload,SRC-8904,0.67,Pending,None,2026-09-05 22:46:18
HR-963,EMP-668,Sales,Leadership can improve employee support,Management,SRC-6641,0.89,Pending,None,2026-08-29 14:57:18
HR-964,EMP-853,IT,More training opportunities are needed,Career Growth,SRC-4764,0.77,Pending,None,2026-08-18 20:49:18
HR-965,EMP-202,IT,Pay should be reviewed regularly,Compensation,SRC-1852,0.66,Pending,None,2026-09-09 10:38:18
HR-966,EMP-105,Customer Support,Maybe some changes are needed,Unclear,SRC-8727,0.52,Pending,None,2026-08-31 07:38:18
HR-967,EMP-190,HR,Managers should give more feedback,Management,SRC-1618,0.88,Pending,None,2026-08-29 17:42:18
HR-968,EMP-728,Operations,More professional development would help,Career Growth,SRC-1941,0.96,Pending,None,2026-08-19 11:32:18
HR-969,EMP-755,Sales,Some employees have too much work,Workload,SRC-5685,0.67,Pending,None,2026-09-07 18:55:18
HR-970,EMP-622,Marketing,Good work should receive more recognition,Recognition,SRC-1590,0.74,Pending,None,2026-09-10 07:33:18
HR-971,EMP-100,IT,Could improve,Unclear,SRC-7544,0.32,Pending,None,2026-08-29 11:42:18
HR-972,EMP-515,Marketing,Need better internal communication,Communication,SRC-2477,0.81,Pending,None,2026-09-05 22:48:18
HR-973,EMP-696,Finance,Pay should be reviewed regularly,Compensation,SRC-4707,0.83,Pending,None,2026-08-20 08:34:18
HR-974,EMP-565,Sales,Management should listen to employees,Management,SRC-7670,0.79,Pending,None,2026-09-05 22:16:18
HR-975,EMP-174,Marketing,We need regular team updates,Communication,SRC-5222,0.93,Pending,None,2026-09-06 16:02:18
HR-976,EMP-356,Operations,The work environment needs improvement,Work Environment,SRC-8923,0.89,Pending,None,2026-08-26 23:06:18
HR-977,EMP-894,Sales,Employees should be appreciated more,Recognition,SRC-8896,0.64,Pending,None,2026-08-14 13:53:18
HR-978,EMP-491,Operations,Too many tasks are assigned at once,Workload,SRC-6172,0.76,Pending,None,2026-08-27 13:46:18
HR-979,EMP-628,Marketing,Could improve,Unclear,SRC-5067,0.3,Pending,None,2026-08-29 15:50:18
HR-980,EMP-789,Operations,We need regular team updates,Communication,SRC-3924,0.78,Pending,None,2026-08-27 14:15:18
HR-981,EMP-323,Marketing,Employees need better career growth opportunities,Career Growth,SRC-9175,0.88,Pending,None,2026-08-22 04:37:18
HR-982,EMP-853,IT,Too many tasks are assigned at once,Workload,SRC-4322,0.92,Pending,None,2026-09-08 15:46:18
HR-983,EMP-464,IT,Need better internal communication,Communication,SRC-9071,0.83,Pending,None,2026-09-05 03:32:18
HR-984,EMP-143,Customer Support,We need better employee appreciation,Recognition,SRC-9066,0.94,Pending,None,2026-09-06 15:37:18
HR-985,EMP-989,Finance,Benefits could be improved,Compensation,SRC-5591,0.75,Pending,None,2026-09-06 17:58:18
HR-986,EMP-231,HR,The workplace facilities are good,Work Environment,SRC-9859,0.61,Pending,None,2026-08-27 07:25:18
HR-987,EMP-503,Customer Support,We need better workload distribution,Workload,SRC-2972,0.87,Pending,None,2026-09-01 10:37:18
HR-988,EMP-423,Operations,It is okay,Unclear,SRC-7216,0.4,Pending,None,2026-08-26 07:33:18
HR-989,EMP-470,Marketing,Some employees have too much work,Workload,SRC-5306,0.69,Pending,None,2026-09-01 22:56:18
HR-990,EMP-727,Finance,The workplace facilities are good,Work Environment,SRC-4449,0.76,Pending,None,2026-08-28 10:45:18
HR-991,EMP-473,Customer Support,The office environment could be improved,Work Environment,SRC-3148,0.97,Pending,None,2026-08-21 21:45:18
HR-992,EMP-933,HR,Employees need better compensation,Compensation,SRC-8081,0.93,Pending,None,2026-08-20 10:15:18
HR-993,EMP-249,Customer Support,We need better workload distribution,Workload,SRC-1159,0.67,Pending,None,2026-09-03 05:47:18
HR-994,EMP-237,Customer Support,We need better employee appreciation,Recognition,SRC-8972,0.71,Pending,None,2026-09-06 02:06:18
HR-995,EMP-979,Marketing,Not sure about this,Unclear,SRC-3676,0.22,Pending,None,2026-08-23 01:51:18
HR-996,EMP-587,Customer Support,We need a better working environment,Work Environment,SRC-5256,0.74,Pending,None,2026-09-06 00:09:18
HR-997,EMP-670,Customer Support,There should be better communication between departments,Communication,SRC-2986,0.73,Pending,None,2026-09-08 01:33:18
HR-998,EMP-303,Marketing,More professional development would help,Career Growth,SRC-3859,0.97,Pending,None,2026-08-24 10:58:18
HR-999,EMP-463,Finance,The workplace facilities are good,Work Environment,SRC-2284,0.74,Pending,None,2026-08-24 13:03:18
HR-1000,EMP-574,Operations,Employees need better compensation,Compensation,SRC-6527,0.76,Pending,None,2026-09-08 08:54:18
HR-1001,EMP-685,Sales,Need better internal communication,Communication,SRC-3654,0.73,Pending,None,2026-08-25 18:30:18
